,ObsTimeMonth,ObsTimeDay,StnPres,Temperature,T Max,T Max Time,T Min,T Min Time,RH,WS,WD,Precp,SunShine,latitude,altitude
926,7,15,1004.6,30.2,36.6,2012-07-15 12:27,27.3,2012-07-15 04:32,68,1.9,180,T,6.7,24.9976,9.7
927,7,16,1006.5,28.2,34.5,2012-07-16 10:44,24.6,2012-07-16 15:07,77,1.1,190,29.0,3.8,24.9976,9.7
928,7,17,1005.6,29.8,35.0,2012-07-17 12:03,24.7,2012-07-17 05:20,69,2.2,280,0.0,10.9,24.9976,9.7
929,7,18,1005.4,30.4,34.1,2012-07-18 14:34,26.2,2012-07-18 04:20,68,2.0,240,0.0,6.2,24.9976,9.7
930,7,19,1005.7,30.4,35.8,2012-07-19 11:39,27.2,2012-07-19 04:59,69,1.5,90,2.0,7.1,24.9976,9.7
931,7,20,1003.5,31.3,35.7,2012-07-20 12:22,27.2,2012-07-20 02:30,62,4.2,100,0.0,12.9,24.9976,9.7
932,7,21,1001.2,32.0,35.9,2012-07-21 12:09,29.6,2012-07-21 03:35,59,4.2,100,0.0,12.5,24.9976,9.7
933,7,22,1000.7,30.7,34.5,2012-07-22 13:15,27.3,2012-07-22 04:31,62,3.1,100,T,4.9,24.9976,9.7
934,7,23,1001.4,30.2,35.2,2012-07-23 12:42,26.1,2012-07-23 04:46,64,2.7,90,2.0,7.9,24.9976,9.7
935,7,24,1004.7,31.2,35.1,2012-07-24 11:01,28.2,2012-07-24 23:57,57,3.8,100,0.0,12.2,24.9976,9.7
936,7,25,1007.1,30.6,36.3,2012-07-25 13:24,26.4,2012-07-25 05:46,61,2.8,80,T,8.9,24.9976,9.7
937,7,26,1005.5,27.4,31.1,2012-07-26 09:34,25.7,2012-07-26 23:53,77,1.2,190,17.5,0.5,24.9976,9.7
938,7,27,1003.9,29.8,35.0,2012-07-27 12:46,25.0,2012-07-27 05:14,68,2.1,90,0.0,9.7,24.9976,9.7
939,7,28,1003.8,31.1,35.8,2012-07-28 12:53,27.6,2012-07-28 03:37,61,3.5,100,0.0,11.3,24.9976,9.7
940,7,29,1002.3,31.0,35.0,2012-07-29 11:48,28.4,2012-07-29 05:06,59,4.3,90,0.0,12.7,24.9976,9.7
941,7,30,999.0,28.1,30.8,2012-07-30 13:07,26.4,2012-07-30 21:19,78,3.5,80,57.0,0.4,24.9976,9.7
942,7,31,994.3,28.0,30.9,2012-07-31 14:11,25.9,2012-07-31 01:29,79,4.6,60,34.5,1.1,24.9976,9.7
943,8,1,989.7,27.2,31.4,2012-08-01 10:18,25.1,2012-08-01 21:26,80,4.3,50,77.5,1.1,24.9976,9.7
944,8,2,984.9,26.4,28.3,2012-08-02 09:31,25.3,2012-08-02 22:06,85,4.1,240,160.0,0.0,24.9976,9.7
945,8,3,995.2,27.8,33.3,2012-08-03 10:56,25.3,2012-08-03 00:01,79,2.1,70,5.0,1.5,24.9976,9.7
946,8,4,999.7,28.3,33.6,2012-08-04 12:38,25.1,2012-08-04 05:10,78,1.2,200,0.5,3.4,24.9976,9.7
947,8,5,1001.1,28.0,31.7,2012-08-05 14:51,24.9,2012-08-05 04:42,76,1.6,300,2.0,4.3,24.9976,9.7
948,8,6,998.7,28.2,32.7,2012-08-06 13:03,26.0,2012-08-06 05:25,74,3.5,270,4.0,2.1,24.9976,9.7
949,8,7,995.8,30.6,34.9,2012-08-07 13:55,26.4,2012-08-07 00:17,62,5.1,250,T,5.8,24.9976,9.7
950,8,8,996.0,31.7,37.0,2012-08-08 14:27,27.6,2012-08-08 05:18,62,2.3,240,0.0,11.1,24.9976,9.7
951,8,9,999.4,28.6,34.8,2012-08-09 10:39,25.2,2012-08-09 22:53,77,1.1,220,10.5,4.6,24.9976,9.7
952,8,10,1001.7,29.6,33.9,2012-08-10 12:51,25.2,2012-08-10 03:45,70,1.2,190,0.0,3.6,24.9976,9.7
953,8,11,1003.9,29.3,34.9,2012-08-11 12:07,25.9,2012-08-11 23:20,73,1.9,190,14.5,7.0,24.9976,9.7
954,8,12,1004.2,27.6,34.6,2012-08-12 11:16,25.3,2012-08-12 23:42,81,1.1,190,29.0,5.2,24.9976,9.7
955,8,13,1004.0,28.6,33.9,2012-08-13 11:25,24.9,2012-08-13 05:16,76,1.1,190,T,5.9,24.9976,9.7
956,8,14,1003.8,30.2,36.5,2012-08-14 13:18,25.2,2012-08-14 05:31,67,2.1,80,0.0,12.4,24.9976,9.7
957,8,15,1002.3,30.8,35.1,2012-08-15 13:34,28.4,2012-08-15 05:32,65,4.0,80,0.0,11.2,24.9976,9.7
958,8,16,1003.1,30.5,35.1,2012-08-16 12:03,26.6,2012-08-16 23:59,65,2.8,90,T,5.5,24.9976,9.7
959,8,17,1007.9,27.1,32.6,2012-08-17 10:48,24.9,2012-08-17 15:21,82,0.9,280,36.5,0.9,24.9976,9.7
960,8,18,1007.7,29.1,35.4,2012-08-18 12:25,24.5,2012-08-18 05:23,75,1.9,240,0.0,10.6,24.9976,9.7
961,8,19,1006.1,30.3,35.7,2012-08-19 13:42,25.9,2012-08-19 05:35,66,2.3,100,0.0,10.6,24.9976,9.7
962,8,20,1004.8,30.2,35.4,2012-08-20 12:35,26.1,2012-08-20 05:28,63,2.4,100,0.0,10.2,24.9976,9.7
963,8,21,1004.6,30.0,35.7,2012-08-21 12:24,25.8,2012-08-21 05:46,62,2.3,80,0.0,8.8,24.9976,9.7
964,8,22,1003.7,28.8,34.4,2012-08-22 12:27,24.9,2012-08-22 05:51,73,2.2,70,22.5,6.9,24.9976,9.7
965,8,23,1002.2,28.6,32.8,2012-08-23 13:54,26.2,2012-08-23 03:49,79,3.0,70,24.0,6.1,24.9976,9.7
966,8,24,1000.0,29.5,31.6,2012-08-24 10:37,27.8,2012-08-24 05:26,70,5.1,80,0.2,1.3,24.9976,9.7
967,8,25,1003.5,30.0,34.3,2012-08-25 12:55,27.2,2012-08-25 23:59,64,4.2,100,0.0,9.9,24.9976,9.7
968,8,26,1001.5,27.7,32.2,2012-08-26 11:16,25.3,2012-08-26 04:47,75,1.5,360,23.5,3.3,24.9976,9.7
969,8,27,998.3,29.3,34.3,2012-08-27 13:30,25.5,2012-08-27 01:52,69,2.1,100,5.5,7.5,24.9976,9.7
970,8,28,999.0,28.1,29.9,2012-08-28 07:58,26.2,2012-08-28 17:40,74,2.8,260,6.5,0.0,24.9976,9.7
971,8,29,1005.6,29.0,31.6,2012-08-29 12:51,27.0,2012-08-29 06:26,74,2.4,260,0.0,0.9,24.9976,9.7
972,8,30,1007.6,27.3,33.5,2012-08-30 12:25,24.7,2012-08-30 23:59,80,1.3,200,5.0,2.3,24.9976,9.7
973,8,31,1007.8,26.3,33.2,2012-08-31 11:12,23.6,2012-08-31 03:30,82,1.1,200,69.5,5.2,24.9976,9.7
974,9,1,1007.7,27.5,33.3,2012-09-01 11:56,23.8,2012-09-01 02:50,74,1.2,180,0.0,5.7,24.9976,9.7
975,9,2,1007.3,28.4,34.4,2012-09-02 13:19,23.6,2012-09-02 04:38,66,1.7,100,0.0,10.5,24.9976,9.7
976,9,3,1008.0,27.4,32.6,2012-09-03 10:35,24.7,2012-09-03 03:11,72,1.2,190,T,4.2,24.9976,9.7
977,9,4,1009.7,29.0,34.7,2012-09-04 13:36,23.9,2012-09-04 06:10,64,2.1,90,0.0,11.3,24.9976,9.7
978,9,5,1011.1,30.0,34.8,2012-09-05 10:46,25.3,2012-09-05 05:06,62,2.8,100,0.0,9.3,24.9976,9.7
979,9,6,1011.9,30.2,35.2,2012-09-06 12:56,25.7,2012-09-06 05:53,63,1.9,90,0.0,7.6,24.9976,9.7
980,9,7,1011.6,29.4,34.0,2012-09-07 12:25,25.6,2012-09-07 04:45,67,1.7,110,0.0,5.4,24.9976,9.7
981,9,8,1010.4,29.8,35.5,2012-09-08 12:09,26.0,2012-09-08 06:15,66,2.1,100,0.0,10.6,24.9976,9.7
982,9,9,1009.3,29.4,34.3,2012-09-09 13:40,25.9,2012-09-09 03:47,67,1.9,190,0.0,5.3,24.9976,9.7
983,9,10,1008.8,29.8,34.7,2012-09-10 12:00,25.7,2012-09-10 03:23,65,2.2,80,0.0,6.8,24.9976,9.7
984,9,11,1008.6,29.2,33.8,2012-09-11 12:01,24.7,2012-09-11 05:03,65,1.7,70,T,4.1,24.9976,9.7
985,9,12,1007.7,29.0,34.2,2012-09-12 12:44,24.6,2012-09-12 04:33,68,1.5,200,0.0,6.7,24.9976,9.7
986,9,13,1006.9,28.2,33.4,2012-09-13 11:06,25.4,2012-09-13 05:35,72,1.4,190,7.0,4.5,24.9976,9.7
987,9,14,1007.7,25.8,30.2,2012-09-14 08:14,24.1,2012-09-14 21:33,80,1.7,80,56.0,2.7,24.9976,9.7
988,9,15,1008.1,24.4,25.5,2012-09-15 10:51,23.0,2012-09-15 23:02,84,1.1,10,31.5,0.0,24.9976,9.7
989,9,16,1008.9,23.8,25.8,2012-09-16 14:04,21.3,2012-09-16 23:55,75,1.4,340,0.2,0.0,24.9976,9.7
990,9,17,1009.9,24.5,29.9,2012-09-17 12:16,20.2,2012-09-17 04:22,65,1.6,100,0.0,8.0,24.9976,9.7
991,9,18,1009.6,25.0,28.5,2012-09-18 14:27,21.2,2012-09-18 05:34,60,2.7,70,0.0,3.5,24.9976,9.7
992,9,19,1011.1,24.1,26.8,2012-09-19 11:27,21.2,2012-09-19 19:00,71,2.7,60,7.0,0.0,24.9976,9.7
993,9,20,1011.8,24.3,27.5,2012-09-20 14:29,21.9,2012-09-20 00:01,77,2.3,60,0.5,0.5,24.9976,9.7
994,9,21,1009.7,27.6,32.7,2012-09-21 12:39,22.4,2012-09-21 03:19,71,2.3,60,0.0,10.4,24.9976,9.7
995,9,22,1007.8,27.9,32.4,2012-09-22 14:18,24.0,2012-09-22 05:45,71,1.4,190,0.0,6.5,24.9976,9.7
996,9,23,1006.8,27.1,31.1,2012-09-23 13:50,25.3,2012-09-23 04:13,75,1.7,70,T,1.8,24.9976,9.7
997,9,24,1007.8,25.7,26.8,2012-09-24 10:53,25.0,2012-09-24 05:42,74,3.1,90,0.0,0.0,24.9976,9.7
998,9,25,1009.7,26.6,30.0,2012-09-25 12:00,24.3,2012-09-25 04:25,64,4.1,80,T,8.8,24.9976,9.7
999,9,26,1009.5,27.0,31.3,2012-09-26 12:33,24.3,2012-09-26 06:29,67,4.0,80,1.0,5.0,24.9976,9.7
1000,9,27,1008.4,26.4,30.0,2012-09-27 11:27,24.5,2012-09-27 14:02,72,4.2,80,8.0,3.3,24.9976,9.7
1001,9,28,1005.6,24.7,26.3,2012-09-28 00:01,23.1,2012-09-28 05:46,76,3.1,360,7.0,0.0,24.9976,9.7
1002,9,29,1011.7,23.2,26.4,2012-09-29 13:23,19.5,2012-09-29 23:15,64,2.5,350,2.5,5.6,24.9976,9.7
1003,9,30,1014.0,22.8,26.4,2012-09-30 12:34,19.6,2012-09-30 00:02,57,3.1,80,0.0,4.0,24.9976,9.7
1004,10,1,1014.3,23.5,27.4,2012-10-01 12:07,20.3,2012-10-01 05:14,57,3.5,80,0.0,9.2,24.9976,9.7
1005,10,2,1013.3,23.6,28.4,2012-10-02 11:40,19.8,2012-10-02 05:10,59,3.4,60,0.0,10.9,24.9976,9.7
1006,10,3,1010.2,23.3,28.2,2012-10-03 12:55,18.6,2012-10-03 06:12,58,2.4,70,0.0,9.5,24.9976,9.7
1007,10,4,1010.3,23.9,28.2,2012-10-04 12:39,19.6,2012-10-04 04:35,62,3.5,70,0.0,10.2,24.9976,9.7
1008,10,5,1012.7,24.8,29.8,2012-10-05 11:18,21.7,2012-10-05 01:49,69,3.5,80,T,7.9,24.9976,9.7
1009,10,6,1015.1,24.9,27.7,2012-10-06 14:19,23.1,2012-10-06 00:34,69,3.0,80,0.0,3.2,24.9976,9.7
1010,10,7,1015.3,23.8,26.5,2012-10-07 12:06,21.3,2012-10-07 05:29,70,2.5,100,0.5,0.2,24.9976,9.7
1011,10,8,1013.5,24.2,28.2,2012-10-08 11:39,21.2,2012-10-08 05:33,63,3.0,80,0.0,7.1,24.9976,9.7
1012,10,9,1011.5,24.3,28.4,2012-10-09 13:20,20.4,2012-10-09 05:27,66,2.1,90,0.0,3.9,24.9976,9.7
1013,10,10,1012.1,23.4,27.5,2012-10-10 13:32,20.7,2012-10-10 05:59,68,1.9,60,1.5,1.7,24.9976,9.7
1014,10,11,1012.8,22.9,24.2,2012-10-11 13:32,21.6,2012-10-11 23:40,64,2.7,70,T,0.0,24.9976,9.7
1015,10,12,1012.4,22.6,26.5,2012-10-12 12:09,20.2,2012-10-12 04:39,60,2.5,90,0.0,4.2,24.9976,9.7
1016,10,13,1011.2,23.2,28.9,2012-10-13 12:09,18.1,2012-10-13 06:00,67,1.8,80,0.0,3.9,24.9976,9.7
1017,10,14,1012.3,23.6,28.7,2012-10-14 12:49,19.0,2012-10-14 05:18,69,1.8,90,0.0,6.6,24.9976,9.7
1018,10,15,1014.2,23.2,28.5,2012-10-15 11:21,19.4,2012-10-15 05:00,70,1.5,340,0.0,5.1,24.9976,9.7
1019,10,16,1012.4,23.6,28.8,2012-10-16 13:23,19.3,2012-10-16 05:54,71,1.3,360,0.0,4.5,24.9976,9.7
1020,10,17,1013.7,22.6,28.0,2012-10-17 11:28,20.0,2012-10-17 05:18,70,2.2,200,T,3.4,24.9976,9.7
1021,10,18,1017.5,21.4,25.0,2012-10-18 13:30,18.4,2012-10-18 01:14,56,2.7,90,0.0,5.3,24.9976,9.7
1022,10,19,1017.3,23.2,27.8,2012-10-19 13:17,20.2,2012-10-19 03:46,57,3.3,80,0.0,9.9,24.9976,9.7
1023,10,20,1016.1,24.4,30.2,2012-10-20 12:59,19.7,2012-10-20 01:14,55,2.8,70,0.0,10.9,24.9976,9.7
1024,10,21,1016.0,24.4,30.5,2012-10-21 11:56,17.9,2012-10-21 05:59,61,2.3,90,0.0,9.8,24.9976,9.7
1025,10,22,1014.5,24.2,31.0,2012-10-22 13:01,19.2,2012-10-22 05:22,69,1.4,200,0.0,9.4,24.9976,9.7
1026,10,23,1015.2,22.2,25.5,2012-10-23 08:39,20.3,2012-10-23 03:59,76,3.1,80,0.3,1.7,24.9976,9.7
1027,10,24,1014.3,24.6,28.8,2012-10-24 12:26,22.0,2012-10-24 03:37,67,3.5,60,0.0,8.4,24.9976,9.7
1028,10,25,1013.6,26.2,30.7,2012-10-25 11:58,23.2,2012-10-25 04:16,64,4.0,80,0.0,10.7,24.9976,9.7
1029,10,26,1012.9,27.1,31.2,2012-10-26 11:36,24.3,2012-10-26 05:34,63,3.6,80,0.0,9.8,24.9976,9.7
1030,10,27,1014.0,27.1,32.0,2012-10-27 13:23,23.0,2012-10-27 05:05,66,1.8,80,0.0,2.3,24.9976,9.7
1031,10,28,1015.9,25.7,29.2,2012-10-28 11:15,23.7,2012-10-28 23:52,73,3.8,60,0.0,0.9,24.9976,9.7
1032,10,29,1014.5,24.3,27.2,2012-10-29 12:47,23.1,2012-10-29 03:09,71,4.0,80,0.0,2.9,24.9976,9.7
1033,10,30,1012.5,23.2,27.1,2012-10-30 12:49,20.2,2012-10-30 23:15,76,2.5,90,28.5,0.2,24.9976,9.7
1034,10,31,1015.3,19.7,20.7,2012-10-31 11:22,18.7,2012-10-31 06:48,85,1.7,90,39.0,0.0,24.9976,9.7
1035,11,1,1017.0,19.8,20.9,2012-11-01 11:54,19.0,2012-11-01 01:36,67,3.3,100,0.0,0.5,24.9976,9.7
1036,11,2,1014.8,22.9,26.6,2012-11-02 13:21,20.3,2012-11-02 00:11,66,3.8,50,0.0,6.7,24.9976,9.7
1037,11,3,1013.5,24.7,28.9,2012-11-03 12:46,21.5,2012-11-03 02:59,65,3.2,90,0.0,9.1,24.9976,9.7
1038,11,4,1014.0,22.8,27.6,2012-11-04 11:49,20.1,2012-11-04 06:12,72,2.6,80,0.0,4.7,24.9976,9.7
1039,11,5,1015.6,21.8,23.5,2012-11-05 12:28,20.4,2012-11-05 23:11,64,3.8,80,T,0.2,24.9976,9.7
1040,11,6,1017.2,21.4,24.3,2012-11-06 10:40,19.8,2012-11-06 23:32,60,4.0,90,0.0,3.1,24.9976,9.7
1041,11,7,1015.9,21.2,24.8,2012-11-07 11:35,18.9,2012-11-07 05:26,57,3.9,90,0.0,7.1,24.9976,9.7
1042,11,8,1013.0,23.3,27.1,2012-11-08 11:19,20.7,2012-11-08 23:42,64,1.5,60,0.0,3.1,24.9976,9.7
1043,11,9,1013.0,23.2,29.0,2012-11-09 12:47,18.3,2012-11-09 06:18,70,1.2,200,0.0,7.3,24.9976,9.7
1044,11,10,1012.8,24.3,31.6,2012-11-10 12:41,19.3,2012-11-10 06:24,71,1.4,200,T,8.2,24.9976,9.7
1045,11,11,1017.1,20.1,21.4,2012-11-11 00:01,18.8,2012-11-11 23:40,82,2.5,80,9.5,0.0,24.9976,9.7
1046,11,12,1017.5,19.8,22.3,2012-11-12 12:19,17.8,2012-11-12 05:22,71,3.5,80,1.0,0.4,24.9976,9.7
1047,11,13,1015.5,21.4,26.3,2012-11-13 13:59,17.4,2012-11-13 04:43,74,2.0,80,0.0,5.5,24.9976,9.7
1048,11,14,1016.1,23.0,26.6,2012-11-14 12:01,20.4,2012-11-14 01:58,59,4.5,80,0.0,6.4,24.9976,9.7
1049,11,15,1018.2,22.8,26.6,2012-11-15 11:30,21.4,2012-11-15 23:56,65,4.3,60,0.0,6.3,24.9976,9.7
1050,11,16,1015.6,24.4,29.0,2012-11-16 12:40,21.4,2012-11-16 00:01,64,2.1,90,0.0,7.0,24.9976,9.7
1051,11,17,1016.7,19.4,22.9,2012-11-17 00:01,17.0,2012-11-17 16:21,82,2.4,100,22.5,0.0,24.9976,9.7
1052,11,18,1016.9,17.8,19.2,2012-11-18 09:39,16.3,2012-11-18 17:43,76,2.9,100,11.0,0.0,24.9976,9.7
1053,11,19,1016.8,20.1,22.6,2012-11-19 10:38,17.1,2012-11-19 00:01,72,3.2,70,0.0,0.8,24.9976,9.7
1054,11,20,1015.7,22.7,26.8,2012-11-20 12:36,19.8,2012-11-20 00:01,68,2.7,60,0.0,4.8,24.9976,9.7
1055,11,21,1012.8,21.6,25.1,2012-11-21 13:13,18.6,2012-11-21 05:05,82,0.9,210,3.8,0.3,24.9976,9.7
1056,11,22,1010.4,22.1,25.0,2012-11-22 13:32,20.5,2012-11-22 03:39,90,0.8,70,40.5,1.0,24.9976,9.7
1057,11,23,1013.2,20.3,23.8,2012-11-23 03:59,17.1,2012-11-23 23:58,88,1.6,290,45.5,0.0,24.9976,9.7
1058,11,24,1018.3,18.2,19.1,2012-11-24 13:44,16.8,2012-11-24 03:43,84,3.2,60,3.5,0.0,24.9976,9.7
1059,11,25,1014.5,23.1,29.1,2012-11-25 13:20,19.1,2012-11-25 00:01,77,1.3,80,1.0,8.8,24.9976,9.7
1060,11,26,1016.3,17.5,21.9,2012-11-26 00:04,13.6,2012-11-26 22:09,86,2.6,90,41.5,0.0,24.9976,9.7
1061,11,27,1018.4,15.6,17.7,2012-11-27 23:53,13.7,2012-11-27 01:53,84,3.2,80,8.0,0.0,24.9976,9.7
1062,11,28,1014.4,19.1,22.1,2012-11-28 13:16,16.6,2012-11-28 05:43,87,0.7,220,6.5,0.1,24.9976,9.7
1063,11,29,1015.2,18.7,19.7,2012-11-29 09:50,17.7,2012-11-29 14:07,88,1.8,100,24.5,0.0,24.9976,9.7
1064,11,30,1014.0,19.3,20.1,2012-11-30 14:08,18.7,2012-11-30 08:41,88,1.6,70,45.7,0.0,24.9976,9.7
1065,12,1,1014.0,19.9,21.2,2012-12-01 10:15,18.9,2012-12-01 06:24,90,1.8,80,42.5,0.3,24.9976,9.7
1066,12,2,1013.6,18.5,20.2,2012-12-02 00:01,16.9,2012-12-02 18:14,90,1.5,360,23.0,0.0,24.9976,9.7
1067,12,3,1016.4,17.6,19.0,2012-12-03 09:29,16.6,2012-12-03 19:18,87,1.0,110,4.5,0.0,24.9976,9.7
1068,12,4,1016.7,18.2,20.5,2012-12-04 13:52,16.5,2012-12-04 06:59,67,4.1,90,0.5,3.9,24.9976,9.7
1069,12,5,1017.3,16.9,18.6,2012-12-05 10:36,15.5,2012-12-05 18:29,86,1.4,340,18.0,0.0,24.9976,9.7
1070,12,6,1019.0,16.8,18.8,2012-12-06 13:02,15.2,2012-12-06 06:59,61,4.4,90,4.5,3.6,24.9976,9.7
1071,12,7,1016.6,19.6,24.8,2012-12-07 13:30,15.0,2012-12-07 06:18,71,2.5,60,T,7.1,24.9976,9.7
1072,12,8,1016.1,18.0,20.3,2012-12-08 00:33,15.9,2012-12-08 21:37,83,2.8,80,46.5,0.0,24.9976,9.7
1073,12,9,1017.5,15.1,15.9,2012-12-09 00:01,14.4,2012-12-09 10:11,82,3.9,90,20.5,0.0,24.9976,9.7
1074,12,10,1017.1,16.4,17.7,2012-12-10 15:14,15.1,2012-12-10 00:01,69,3.5,100,T,0.1,24.9976,9.7
1075,12,11,1018.2,16.0,16.6,2012-12-11 12:24,15.4,2012-12-11 19:16,85,2.1,90,15.0,0.0,24.9976,9.7
1076,12,12,1021.0,16.7,18.8,2012-12-12 13:13,15.3,2012-12-12 04:56,79,3.6,70,0.5,0.1,24.9976,9.7
1077,12,13,1019.4,19.8,24.4,2012-12-13 13:50,16.3,2012-12-13 00:01,75,2.6,100,0.0,7.5,24.9976,9.7
1078,12,14,1017.8,20.3,28.6,2012-12-14 13:21,15.8,2012-12-14 06:49,76,1.0,190,0.0,8.4,24.9976,9.7
1079,12,15,1014.9,21.2,27.7,2012-12-15 13:41,15.7,2012-12-15 05:58,76,0.9,270,0.0,7.8,24.9976,9.7
1080,12,16,1015.1,20.9,26.8,2012-12-16 11:57,18.3,2012-12-16 06:30,78,1.3,80,0.0,3.0,24.9976,9.7
1081,12,17,1017.3,20.0,23.0,2012-12-17 11:27,18.7,2012-12-17 00:53,74,3.1,90,0.0,1.0,24.9976,9.7
1082,12,18,1021.4,15.1,18.9,2012-12-18 00:01,11.8,2012-12-18 21:05,79,2.3,340,8.0,0.0,24.9976,9.7
1083,12,19,1021.1,14.7,17.0,2012-12-19 14:58,11.7,2012-12-19 02:20,77,2.9,90,2.0,0.0,24.9976,9.7
1084,12,20,1018.2,19.3,24.4,2012-12-20 14:13,15.3,2012-12-20 00:44,70,3.0,90,0.5,9.9,24.9976,9.7
1085,12,21,1015.4,19.5,26.8,2012-12-21 13:10,14.3,2012-12-21 06:51,73,1.1,180,0.0,9.2,24.9976,9.7
1086,12,22,1019.6,17.1,19.7,2012-12-22 03:56,15.3,2012-12-22 23:54,76,3.2,90,0.0,0.0,24.9976,9.7
1087,12,23,1025.9,12.8,15.4,2012-12-23 00:18,11.3,2012-12-23 20:40,71,3.0,90,T,0.0,24.9976,9.7
1088,12,24,1022.5,15.1,18.1,2012-12-24 13:48,11.7,2012-12-24 00:01,60,4.6,80,0.0,5.6,24.9976,9.7
1089,12,25,1019.5,18.4,24.0,2012-12-25 12:12,11.7,2012-12-25 05:00,66,2.9,80,0.0,5.5,24.9976,9.7
1090,12,26,1018.3,20.1,22.7,2012-12-26 12:50,18.7,2012-12-26 06:18,72,4.0,60,T,3.9,24.9976,9.7
1091,12,27,1015.4,21.1,23.9,2012-12-27 12:36,17.8,2012-12-27 23:48,71,2.4,90,0.5,0.1,24.9976,9.7
1092,12,28,1017.2,19.4,22.2,2012-12-28 13:18,17.1,2012-12-28 04:58,72,2.4,60,T,2.7,24.9976,9.7
1093,12,29,1013.7,21.9,27.2,2012-12-29 13:43,16.2,2012-12-29 23:59,67,3.3,70,1.0,8.0,24.9976,9.7
1094,12,30,1021.8,10.3,16.1,2012-12-30 00:01,8.8,2012-12-30 22:21,72,2.5,360,39.5,0.0,24.9976,9.7
1095,12,31,1021.9,10.6,13.0,2012-12-31 23:45,8.8,2012-12-31 00:47,65,2.4,90,0.0,0.0,24.9976,9.7
1096,1,1,1019.6,13.7,14.3,2013-01-01 07:24,13.0,2013-01-01 00:01,80,2.2,80,11.0,0.0,24.9976,9.7
1097,1,2,1019.6,17.0,20.4,2013-01-02 14:45,14.2,2013-01-02 06:37,82,0.9,30,4.5,0.7,24.9976,9.7
1098,1,3,1025.1,14.3,16.1,2013-01-03 00:01,13.0,2013-01-03 22:29,83,3.3,90,16.0,0.0,24.9976,9.7
1099,1,4,1019.4,15.6,17.8,2013-01-04 13:51,13.2,2013-01-04 00:01,82,3.4,60,5.5,0.3,24.9976,9.7
1100,1,5,1017.1,16.9,19.7,2013-01-05 13:06,15.6,2013-01-05 06:20,83,2.0,80,3.5,0.9,24.9976,9.7
1101,1,6,1016.7,18.7,21.7,2013-01-06 10:21,17.1,2013-01-06 00:41,80,2.9,90,T,1.6,24.9976,9.7
1102,1,7,1016.0,18.8,21.5,2013-01-07 11:19,17.3,2013-01-07 05:58,80,2.1,100,T,0.6,24.9976,9.7
1103,1,8,1016.6,16.5,18.2,2013-01-08 00:01,15.2,2013-01-08 23:53,85,1.7,90,14.0,0.0,24.9976,9.7
1104,1,9,1019.2,14.4,15.2,2013-01-09 00:06,13.7,2013-01-09 05:56,84,2.1,90,16.5,0.0,24.9976,9.7
1105,1,10,1021.1,14.3,15.0,2013-01-10 13:12,13.6,2013-01-10 01:22,80,3.4,80,2.0,0.0,24.9976,9.7
1106,1,11,1018.9,18.1,22.6,2013-01-11 14:37,13.8,2013-01-11 01:14,73,3.3,80,T,7.8,24.9976,9.7
1107,1,12,1016.4,17.8,18.8,2013-01-12 11:41,16.8,2013-01-12 05:33,88,1.0,210,17.0,0.0,24.9976,9.7
1108,1,13,1012.8,16.1,17.9,2013-01-13 03:30,14.2,2013-01-13 17:35,84,2.4,250,9.5,0.0,24.9976,9.7
1109,1,14,1019.8,14.7,17.3,2013-01-14 12:03,13.0,2013-01-14 06:42,60,2.9,90,0.0,4.6,24.9976,9.7
1110,1,15,1019.7,16.9,23.5,2013-01-15 13:55,12.4,2013-01-15 05:02,60,1.8,70,0.0,9.8,24.9976,9.7
1111,1,16,1020.5,16.4,23.0,2013-01-16 13:42,11.1,2013-01-16 04:16,72,1.9,80,2.0,7.3,24.9976,9.7
1112,1,17,1026.1,13.6,16.0,2013-01-17 00:15,11.8,2013-01-17 17:38,72,2.6,80,1.0,0.0,24.9976,9.7
1113,1,18,1027.3,12.9,14.5,2013-01-18 11:21,11.5,2013-01-18 07:00,61,3.1,80,0.0,0.1,24.9976,9.7
1114,1,19,1021.6,17.3,22.3,2013-01-19 12:04,12.6,2013-01-19 06:06,61,3.2,90,0.0,9.8,24.9976,9.7
1115,1,20,1020.6,17.4,24.7,2013-01-20 13:51,10.9,2013-01-20 06:41,70,1.4,10,0.0,9.2,24.9976,9.7
1116,1,21,1018.6,19.7,26.7,2013-01-21 13:50,13.7,2013-01-21 05:03,70,0.9,200,0.0,4.7,24.9976,9.7
1117,1,22,1018.8,19.0,23.6,2013-01-22 12:27,17.0,2013-01-22 04:55,75,2.3,90,0.0,1.1,24.9976,9.7
1118,1,23,1018.8,17.6,18.7,2013-01-23 10:40,17.0,2013-01-23 17:29,74,2.9,80,0.0,0.0,24.9976,9.7
1119,1,24,1016.8,18.7,23.8,2013-01-24 12:42,15.8,2013-01-24 06:35,67,2.2,70,0.0,6.9,24.9976,9.7
1120,1,25,1019.0,15.8,17.9,2013-01-25 00:01,15.0,2013-01-25 08:19,68,3.6,90,0.0,0.0,24.9976,9.7
1121,1,26,1017.8,16.9,20.2,2013-01-26 10:53,14.5,2013-01-26 23:59,70,2.9,80,0.7,0.5,24.9976,9.7
1122,1,27,1022.7,14.5,16.3,2013-01-27 16:31,13.2,2013-01-27 09:48,70,2.9,90,4.5,0.2,24.9976,9.7
